Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover(₹ Lac.),No. of Trades
500339,RAIN,A,162.25,165.25,162.25,163.90,128519,211.17,2082
500253,LICHSGFIN,A,393.05,397.35,391.60,396.50,53280,210.29,1722
539199,SGFIN,T,597.75,600.00,580.00,585.20,35364,210.04,352
524164,IOLCP,A,419.05,422.65,402.20,405.95,51158,209.57,2679
540795,DYNAMIC,B,376.95,376.95,345.00,357.85,58877,209.45,2990
532856,TIMETECHNO,A,118.50,121.20,117.50,119.70,175258,209.44,1387
540614,GGENG,B,1.29,1.39,1.28,1.30,15839296,208.63,4322
500040,CENTURYTEX,A,863.25,874.55,842.45,866.60,24193,208.13,2086
500480,CUMMINSIND,A,1940.00,1953.95,1885.00,1888.70,10840,207.84,1152
533155,JUBLFOOD,A,501.10,504.45,494.80,501.85,41359,206.85,1434
500085,CHAMBLFERT,A,272.80,275.50,272.80,274.15,74384,204.15,1914
532532,JPASSOCIAT,A,7.91,8.25,7.91,8.04,2502537,202.21,3553
526445,INDRANIB,X,61.80,66.75,60.50,62.98,318115,201.32,772
500052,BEPL,A,131.65,134.85,125.70,129.95,152179,200.97,2586
500830,COLPAL,A,1690.00,1693.90,1673.75,1689.15,11877,200.02,1466
540710,CAPACITE,B,204.55,218.50,204.55,212.40,93326,199.90,1755
539436,COFFEEDAY,A,39.94,41.17,39.22,40.40,493938,199.12,2001
541083,INFLAME,M,580.00,588.00,555.30,559.55,34750,198.52,97
543534,AETHER,B,1099.95,1110.00,1048.90,1066.50,18241,198.22,1962
500550,SIEMENS,A,3780.00,3789.70,3713.20,3727.30,5267,197.70,1015
543066,SBICARD,A,847.05,855.20,837.20,841.95,23406,197.47,1810
543638,TRACXN,B,80.21,88.40,80.21,87.10,229058,196.68,2432
517170,EDVENSWA,X,41.50,45.39,40.50,45.39,438291,195.00,1328
543657,ACI,B,548.85,550.95,541.00,545.35,35482,193.93,1661
542774,MUFIN,X,152.70,154.00,137.00,140.50,130249,192.92,1889
539268,SYNGENE,A,769.85,769.85,753.00,759.50,25292,192.39,1932
522287,KPIL,A,544.95,558.75,538.45,555.60,35062,192.35,2078
541556,RITES,A,374.95,377.70,368.70,371.80,51410,191.62,2307
532348,SUBEX,A,29.15,29.94,29.05,29.56,650232,191.38,1875
532504,NAVINFLUOR,A,4502.15,4513.45,4450.00,4478.10,4261,190.71,1066
532702,GSPL,A,284.55,294.45,284.55,291.85,65509,190.32,2068
530005,INDIACEM,A,212.05,215.55,210.20,210.80,89081,189.15,1322
532493,ASTRAMICRO,A,367.35,384.65,363.45,377.40,50265,189.10,1913
524208,AARTIIND,A,509.90,509.90,503.40,504.40,37318,188.69,1975
532548,CENTURYPLY,A,665.05,676.15,656.60,667.30,28214,188.05,1986
532296,GLENMARK,A,670.05,680.95,658.50,659.55,28104,187.94,1655
533273,OBEROIRLTY,A,986.00,1002.20,981.00,997.80,18975,187.80,1682
500096,DABUR,A,573.15,584.00,573.15,582.25,32352,187.48,1631
531344,CONCOR,A,662.00,676.20,656.00,657.95,28040,187.17,1567
500251,TRENT,A,1789.95,1789.95,1748.05,1751.90,10569,186.14,2109
532832,IBREALEST,A,61.34,61.36,60.35,60.78,305760,185.96,1840
500878,CEATLTD,A,2100.00,2109.30,2067.20,2072.60,8755,182.33,1400
506685,ULTRAMAR,X,341.25,341.25,326.00,331.95,54253,182.13,1018
539524,LALPATHLAB,A,2262.05,2305.00,2243.90,2252.60,7965,181.59,1239
517271,HBLPOWER,A,155.00,155.75,152.25,153.40,118263,181.50,1868
543714,LANDMARK,B,719.95,733.90,701.95,725.10,25165,180.65,1562
543280,NAZARA,A,729.05,744.30,705.05,708.15,24828,179.62,1791
543425,MAPMYINDIA,A,1219.90,1219.90,1179.00,1188.45,15037,179.34,2072
538706,ULTRACAB,X,14.76,16.81,14.76,15.50,1131860,178.54,1272
532424,GODREJCP,A,1075.25,1083.00,1057.25,1061.00,16618,177.08,1502
540595,TEJASNET,A,729.80,734.75,715.00,718.15,24354,177.02,1031
514138,SURYALA,XT,980.00,1025.00,970.90,970.90,18008,176.30,938
590006,AMRUTANJAN,B,738.00,738.45,702.60,704.60,24436,176.26,1742
532754,GMRINFRA,A,43.90,44.25,43.60,43.83,398260,174.96,2015
543227,HAPPSTMNDS,A,989.95,998.35,978.40,983.85,17717,174.83,1665
500288,MOREPENLAB,A,30.37,30.85,30.01,30.17,565316,173.42,837
532522,PETRONET,A,224.15,225.40,222.55,223.30,77444,173.31,1870
517569,KEI,A,2317.05,2333.65,2289.95,2295.75,7501,173.13,1375
540145,VALIANTORG,A,560.10,568.00,535.45,547.50,31411,172.99,1878
540719,SBILIFE,A,1302.05,1310.00,1290.30,1297.30,13259,172.43,2147
500038,BALRAMCHIN,A,383.55,387.40,383.25,384.05,44510,171.26,1511
500027,ATUL,A,7000.00,7053.65,6880.10,6906.05,2457,170.36,691
524370,BODALCHEM,B,74.93,79.75,74.00,77.46,217592,170.25,1741
543228,ROUTE,A,1600.00,1647.00,1600.00,1607.40,10454,170.06,1243
505790,SCHAEFFLER,A,3103.05,3115.05,3035.05,3044.35,5571,170.00,1421
532467,HAZOOR,XT,143.95,144.75,137.50,139.90,119845,169.52,592
541402,AFFORDABLE,M,517.95,517.95,477.70,481.35,34000,168.82,85
500043,BATAINDIA,A,1676.00,1680.80,1626.55,1649.20,10214,168.59,1347
500144,FINCABLES,A,872.95,872.95,846.50,858.50,19530,167.70,1077
543277,LXCHEM,A,260.65,263.80,260.10,260.90,63710,166.90,2611
534076,RHIM,A,646.00,653.00,625.80,628.95,26296,166.78,2912
532529,NDTV,B,225.05,229.95,222.00,226.05,73127,165.21,1966
517500,ROTO,B,754.05,792.10,754.05,786.30,21214,164.50,1289
540743,GODREJAGRO,A,453.40,484.50,453.40,472.80,34484,164.02,1930
513353,COCHINM,X,311.00,317.00,311.00,313.50,52138,163.95,642
530073,SANGHVIMOV,B,476.55,494.30,476.55,489.90,33614,163.90,1070
533104,GLOBUSSPR,A,1260.00,1285.00,1260.00,1272.40,12887,163.80,1324
532927,ECLERX,A,1636.05,1654.65,1598.00,1646.85,10086,163.72,1436
532343,TVSMOTOR,A,1325.05,1338.55,1313.35,1318.40,12303,162.92,1185
500135,EPL,A,214.55,217.65,211.10,215.25,76118,162.55,1699
505255,GMM,A,1485.30,1523.00,1481.70,1494.75,10799,162.08,1650
500355,RALLIS,A,196.05,206.00,196.05,204.85,79255,161.56,2348
540173,PNBHOUSING,A,573.85,578.50,561.45,564.70,28204,161.22,1240
532779,TORNTPOWER,A,617.00,619.50,604.05,606.00,26350,161.17,1785
532163,SAREGAMA,A,410.05,414.10,396.00,401.10,40129,161.08,2586
532947,IRB,A,26.71,27.05,26.60,26.95,598700,160.21,1982
533033,ISGEC,A,698.00,699.65,671.30,672.85,23245,159.78,1385
532329,DANLAW,XT,702.00,739.00,702.00,729.45,21741,158.72,219
532742,PAUSHAKLTD,A,6890.00,6997.00,6848.00,6855.65,2294,158.34,612
541143,BDL,A,1120.60,1132.95,1105.60,1118.45,14116,158.03,1043
590031,DENORA,B,1723.00,1849.00,1723.00,1810.65,8746,157.35,1540
543664,KAYNES,B,1512.25,1585.70,1512.25,1551.90,10122,157.06,1277
532777,NAUKRI,A,4470.05,4507.15,4449.80,4474.80,3442,154.35,850
522014,UNIDT,B,202.95,203.20,198.45,199.00,76007,152.51,1062
532345,GATI,A,123.70,125.55,121.25,124.45,122878,151.89,1820
540901,PRAXIS,T,14.60,14.60,14.60,14.60,1038431,151.61,107
532521,PALRED,B,134.20,158.55,132.60,148.65,99048,151.38,2232
530517,RELAXO,A,906.05,913.65,904.60,906.40,16674,151.32,2586
504000,ELPROINTL,B,67.10,68.70,63.25,64.23,232089,150.34,971
519299,PRIMIND,Z,134.95,134.95,130.05,133.00,113768,149.88,176
543259,HOMEFIRST,A,794.90,814.40,772.55,791.05,18783,149.61,2564
532772,DCBBANK,A,124.35,124.35,122.00,122.90,121177,149.41,1560
543547,DDEVPLASTIK,X,208.70,212.60,200.15,204.30,72361,148.90,1792
543713,DRONACHRYA,M,171.35,176.65,169.00,169.80,86000,148.64,86
542399,CHALET,A,429.40,442.00,429.40,440.50,33552,146.78,1780
543904,MANKIND,B,1702.20,1716.95,1693.25,1696.30,8591,146.37,994
538835,INTELLECT,A,625.75,633.20,615.25,621.20,23504,146.33,1485
508869,APOLLOHOSP,A,5071.05,5140.00,5064.10,5069.80,2869,146.16,615
533326,TEXRAIL,A,79.47,79.50,75.70,77.06,186735,146.10,1306
540716,ICICIGI,A,1354.35,1354.35,1331.95,1337.05,10903,146.00,1275
523630,NFL,A,70.06,71.60,70.01,70.30,206061,145.57,1383
532466,OFSS,A,3864.65,3889.45,3799.05,3816.05,3794,145.18,1022
531209,NUCLEUS,B,1104.95,1124.00,1072.20,1079.70,13190,144.77,1176
532953,VGUARD,A,282.55,288.00,277.20,286.95,51066,144.07,2594
500084,CESC,A,71.81,72.70,71.81,72.51,198948,144.04,1461
542216,DALBHARAT,A,2180.00,2210.95,2176.45,2199.15,6556,143.96,989
532541,COFORGE,A,4675.05,4738.95,4650.15,4684.30,3068,143.91,576
520113,VESUVIUS,B,2474.85,2559.80,2392.00,2518.90,5717,142.35,1105
543615,SRSOLTD,M,150.40,164.00,140.00,160.95,95200,142.34,78
542852,VISHWARAJ,B,16.19,16.69,16.05,16.50,869769,142.33,567
523229,BHARATSE,X,133.45,135.00,130.10,132.75,106560,141.68,767
532144,WELCORP,A,261.40,271.95,261.40,270.10,52692,141.12,1374
500265,MAHSEAMLES,A,475.00,476.00,451.95,456.75,30301,140.52,1534
532848,DELTACORP,A,254.05,256.60,249.95,251.15,55711,140.21,1020
590106,BANKBEES,B,454.81,460.63,452.20,459.29,30503,140.00,637
504918,SANDUMA,A,1250.00,1259.80,1222.00,1227.40,11342,139.92,905
523445,RIIL,A,956.05,973.75,955.00,961.65,14467,139.35,994
543918,GHCLTEXTIL,B,74.85,80.29,74.04,77.99,181524,139.25,3925
530579,UYFINCORP,X,27.49,31.00,27.49,29.02,483805,139.08,661
500003,AEGISLOG,A,321.90,333.00,318.20,326.70,42552,138.92,1839
520051,JAMNAAUTO,A,102.15,105.10,102.15,103.30,133506,138.64,1588
543363,PREVEST,M,517.90,539.70,510.00,534.10,26400,137.50,62
500111,RELCAPITAL,T,9.82,9.82,9.75,9.82,1393897,136.88,936
526263,MOLDTEK,B,302.05,306.05,274.00,281.55,48074,136.15,1649
533095,BENGALASM,A,5083.10,5083.10,4987.00,5036.00,2704,136.00,131
538962,MINDACORP,A,278.00,296.40,278.00,294.35,46831,135.98,1577
506854,TANFACIND,B,1936.50,1948.00,1886.55,1894.30,7053,134.91,861
532432,UNITDSPR,A,914.00,931.60,909.60,920.25,14658,134.86,1882
524494,IPCALAB,A,742.20,749.00,738.05,746.90,18123,134.79,1395
534597,RTNINDIA,A,42.01,42.77,41.53,41.77,321097,134.71,1785
534809,PCJEWELLER,B,26.02,27.55,26.02,26.57,497001,134.05,1345
500493,BHARATFORG,A,838.00,843.85,832.85,840.30,15897,133.31,1367
532945,SEPC,B,9.44,9.76,9.25,9.71,1368376,133.04,890
530689,LYKISLTD,XT,86.55,90.89,86.55,86.55,152693,132.30,754
539559,DDIL,XT,9.30,9.37,8.49,8.89,1413064,130.98,2729
506852,PRIMO,A,64.00,65.00,53.19,62.68,213129,130.73,1253
500241,KIRLOSBROS,B,609.05,615.75,593.10,601.25,21571,130.55,1560
539837,RPEL,B,1068.00,1068.00,1026.00,1030.50,12443,130.12,1086
543387,SJS,B,566.05,584.00,564.25,567.70,22603,129.87,1287
542907,PRINCEPIPE,A,671.55,677.15,661.50,663.70,19421,129.76,2073
523539,PRECWIRE,B,91.01,92.81,88.25,88.70,143400,129.58,1504
524230,RCF,A,109.10,111.00,108.85,109.60,118134,129.53,2912
532514,IGL,B,472.15,484.35,472.15,482.95,26721,128.51,1377
540935,GALAXYSURF,A,2623.55,2713.95,2623.55,2653.45,4779,128.30,1190
532478,UBL,A,1513.00,1517.80,1505.35,1509.20,8475,128.12,926
534600,JTLIND,B,361.05,370.00,348.95,359.30,35379,127.96,923
543597,VOEPL,M,188.50,192.80,188.50,189.50,67000,127.59,55
513023,NAVA,A,305.05,315.50,305.05,310.55,40939,127.48,862
532937,KUANTUM,B,199.05,208.90,190.75,196.00,63943,127.22,1569
539041,SVPHOUSING,M,96.10,97.15,95.60,95.60,132500,127.08,31
509631,HEG,A,1629.95,1659.70,1624.40,1633.55,7750,126.94,990
500730,NOCIL,A,220.95,225.00,220.10,220.40,57275,126.82,1282
500412,TIRUMALCHM,A,199.95,205.55,196.55,198.15,62603,126.79,1829
542597,MSTC,A,344.05,351.60,336.30,338.75,37039,126.75,1238
517146,USHAMART,A,272.80,275.15,270.45,272.05,46180,125.86,1383
524129,VINYLINDIA,B,499.45,531.00,499.45,511.55,24212,125.33,1475
524280,KOPRAN,B,186.55,190.20,184.75,188.30,66612,125.23,1198
500825,BRITANNIA,A,5010.05,5043.35,4991.55,5006.30,2502,125.21,738
511196,CANFINHOME,A,777.35,793.00,775.55,778.70,15913,125.00,1170
539551,NH,A,990.05,1003.95,980.00,983.85,12536,124.51,1486
533295,PSB,B,32.08,32.75,31.80,32.51,384806,124.33,787
538635,SNOWMAN,B,46.54,47.40,46.00,46.37,267231,124.28,1409
533156,VASCONEQ,B,44.09,44.65,43.01,43.75,283775,124.13,1032
515055,ANANTRAJ,A,176.40,186.95,176.40,185.75,68036,123.96,1152
532843,FORTIS,A,316.25,318.50,310.25,313.20,39086,122.54,1499
511724,BAIDFIN,B,45.10,46.14,39.34,40.35,280442,121.66,1185
543230,ADVAIT,M,345.00,348.00,322.35,328.55,36000,121.01,70
515043,SAINTGOBAIN,X,108.30,108.50,104.70,105.30,112474,120.07,784
500407,SWARAJENG,B,2150.00,2216.70,2150.00,2208.30,5457,119.83,725
501425,BBTC,A,1005.05,1030.00,1000.55,1004.40,11781,119.73,1199
532373,WEPSOLN,X,24.52,28.90,23.60,27.75,440732,119.64,1102
517041,ADORWELD,B,1115.70,1217.00,1102.50,1208.15,9990,118.85,1576
541540,SOLARA,A,382.20,395.70,382.20,389.70,30360,118.30,3371
513519,PITTIENG,B,375.85,375.85,369.00,370.50,31723,117.87,1171
543654,MEDANTA,B,651.60,670.00,650.75,658.75,17740,117.43,1535
543533,EMUDHRA,B,431.05,443.20,414.40,416.25,27574,116.91,1991
543515,SEML,M,250.00,270.95,248.50,255.45,45500,116.83,91
532644,JKCEMENT,A,3399.90,3430.90,3338.00,3347.60,3442,116.45,812
532725,SOLARINDS,A,3726.05,3777.30,3682.40,3722.75,3115,116.35,633
505872,WPIL,B,2880.00,2934.90,2870.00,2879.25,4022,116.30,445
541445,WAA,M,70.00,76.75,65.01,74.33,160000,116.22,98
500067,BLUESTARCO,A,767.40,781.45,762.00,767.10,14907,115.19,1373
537007,ICICINIFTY,B,209.37,211.18,209.30,210.91,54481,114.77,2360
531358,CHOICEIN,B,361.95,362.25,350.00,353.10,32424,114.73,784
540725,SHAREINDIA,A,1308.00,1308.25,1255.80,1262.25,8938,114.54,703
543238,UTIAMC,A,785.05,789.00,761.90,784.45,14623,113.73,1524
505714,GABRIEL,B,197.95,199.35,192.35,193.55,58143,113.49,1601
532636,IIFL,A,506.00,517.35,497.50,499.95,22358,113.46,1084
506395,COROMANDEL,A,964.95,967.00,944.15,963.80,11845,113.07,1158
532942,KNRCON,A,244.85,248.90,241.10,246.55,45790,112.45,1677
524634,ALUFLUOR,X,424.00,424.00,405.00,413.90,27116,112.35,646
534758,CIGNITI,B,854.10,862.10,832.00,836.90,13313,112.22,1194
538268,WONDERLA,B,568.45,576.75,544.30,554.00,20071,112.10,1129
500186,HINDOILEXP,A,206.05,213.55,206.05,207.50,53447,112.10,1141
543330,DEVYANI,A,188.35,190.90,186.10,187.85,59375,112.01,1176
513097,SHBCLQ,B,627.95,641.00,623.15,636.20,17635,111.96,1154
521070,ALOKTEXT,B,16.56,17.15,16.48,16.78,669285,111.83,1853
533106,OIL,A,245.00,247.15,243.60,244.75,45704,111.81,1311
506820,ASTRAZEN,A,3708.00,3806.00,3683.40,3791.35,2981,111.78,767
532875,ADSL,B,113.80,116.40,110.50,112.10,98221,111.41,1581
532180,DHANBANK,B,17.40,18.15,17.40,17.86,625542,111.26,1216
542920,SUMICHEM,A,435.60,443.00,433.95,436.80,25222,110.27,1562
543335,APTUS,A,250.00,250.45,247.55,248.40,44252,110.06,1372
530011,MANGCHEFER,B,107.00,110.75,106.50,108.40,100461,109.90,1599
542867,CSBBANK,A,289.00,295.00,286.10,290.50,37723,109.84,1209
531431,SHAKTIPUMP,B,601.00,607.55,578.50,592.30,18710,109.73,1154
543374,ABSLAMC,A,373.05,381.15,373.05,377.55,28742,108.73,1323
540902,AMBER,A,2260.05,2292.90,2245.45,2259.25,4788,108.50,660
543620,INA,M,130.75,133.40,126.80,130.35,83000,108.20,81
532733,SUNTV,A,437.90,444.70,435.45,440.30,24526,107.78,674
506687,TRANSPEK,X,2247.00,2247.00,2150.00,2161.00,4909,107.62,293
531862,BHARATAGRI,X,115.30,116.40,110.15,114.05,94686,107.55,426
505283,KIRLPNU,A,651.95,674.35,651.15,669.45,16229,107.54,1083
509486,CAPRIHANS,X,170.80,182.25,170.00,181.60,60506,107.38,546
539807,INFIBEAM,A,15.90,16.05,15.66,15.84,677128,107.31,1783
522215,HLEGLAS,A,664.75,694.20,657.80,677.85,15706,107.19,1438
543291,MAFANG,B,62.83,63.45,62.50,62.92,168777,106.47,1319
505509,RESPONIND,B,161.75,166.35,159.10,162.70,66009,106.46,490
500380,JKLAKSHMI,A,718.65,729.85,703.90,706.60,14946,106.29,1277
501301,TATAINVEST,A,2342.05,2367.40,2330.95,2341.10,4524,106.26,891
543300,SONACOMS,A,515.85,520.00,513.85,514.60,20499,105.91,1209
532924,KOLTEPATIL,A,340.05,352.30,339.00,346.35,30764,105.88,1296
532375,TIPSINDLTD,B,273.95,283.10,267.65,269.50,38523,105.68,1587
500210,INGERRAND,A,2853.00,2895.15,2776.55,2791.40,3716,104.69,946
500188,HINDZINC,A,308.00,309.90,307.95,309.45,33689,104.12,920
522113,TIMKEN,A,3430.00,3430.00,3375.00,3385.75,3051,103.90,974
530813,KRBL,A,339.10,345.85,339.10,344.85,30220,103.87,1057
543426,METROBRAND,A,939.85,958.25,939.20,954.15,10876,103.56,1476
500420,TORNTPHARM,A,1905.25,1921.05,1883.50,1891.45,5448,103.54,1025
526073,GALXBRG,XT,1386.90,1449.65,1375.00,1449.65,7174,103.35,238
500108,MTNL,B,19.31,20.19,19.31,19.96,517822,103.32,1008
532784,SOBHA,A,539.00,546.55,535.05,541.20,19021,103.07,1094
533080,MOLDTKPAC,A,1025.95,1049.00,1014.75,1038.55,9979,102.92,1245
539113,PML,X,1750.00,1900.00,1750.00,1865.30,5556,102.43,637
516072,VISHNU,B,358.80,367.15,355.00,360.70,28235,102.04,1330
540762,TIINDIA,A,3219.95,3222.50,3143.65,3182.10,3198,101.83,607
500365,WELSPLSOL,X,26.83,28.00,26.62,26.99,370374,101.20,685
530897,NGIND,X,112.75,125.00,101.00,120.70,86464,100.16,951
543279,SURYODAY,B,173.30,176.40,166.20,169.65,58383,99.89,1151
543523,CAMPUS,B,313.95,315.10,309.80,310.75,31864,99.55,1422
532178,ENGINERSIN,A,115.15,116.75,114.00,114.70,86513,99.43,1249
543652,FUSION,B,555.00,563.50,551.45,558.30,17802,99.29,1096
539660,BESTAGRO,A,1150.00,1158.35,1130.15,1136.50,8707,99.10,626
511431,VAKRANGEE,A,16.42,16.75,16.41,16.52,598324,99.00,1732
524470,SYNCOMF,B,7.60,7.78,7.46,7.52,1294226,98.66,1465
533248,GPPL,A,122.05,126.30,121.80,122.50,79500,98.54,1328
542460,ANUP,B,1776.35,1799.00,1735.00,1740.30,5571,98.37,1020
522251,CENLUB,X,269.80,283.00,264.00,265.95,36053,98.32,977
509079,GUFICBIO,B,241.75,243.75,225.55,238.20,41013,98.31,1637
539523,ALKEM,A,3512.30,3512.30,3441.05,3487.20,2820,98.16,860
505160,TALBROAUTO,B,741.05,762.35,737.60,739.30,13116,98.12,851
543171,ROJL,T,7.45,7.54,7.45,7.54,1295026,97.51,1820
538562,SKIPPER,B,164.75,166.05,154.85,158.45,61050,97.32,1890
539876,CROMPTON,A,290.50,292.05,286.60,287.05,33687,97.07,1028
543265,RAILTEL,A,130.75,131.60,129.10,129.30,74105,96.19,739
534976,VMART,A,2212.00,2295.00,2204.90,2287.50,4246,96.02,422
532181,GMDCLTD,A,164.05,169.30,164.05,166.95,57318,95.98,937
506022,PRAKASH,B,76.89,78.94,74.55,76.78,124997,95.66,1023
504132,PERMAGN,X,1235.00,1235.00,1200.00,1208.90,7802,95.13,417
532808,PGIL,B,644.00,658.55,611.90,616.20,15089,95.01,1396
509709,INTLCONV,B,72.49,76.40,71.50,74.04,126720,94.69,1349
500368,PATANJALI,T,1173.00,1200.00,1164.00,1186.60,7944,94.23,449
515030,ASAHIINDIA,A,492.30,524.90,489.30,509.80,18489,94.00,1424
500250,LGBBROSLTD,A,1153.95,1153.95,1083.70,1110.80,8368,93.54,769
534139,SCHNEIDER,A,261.00,266.80,259.00,261.30,35565,93.48,1291
543367,PARAS,A,621.00,630.10,615.95,618.75,14962,93.22,864
505010,AUTOAXLES,B,2224.70,2269.00,2190.00,2258.50,4183,93.13,883
522101,KLBRENG-B,XT,128.75,132.50,127.10,128.15,72285,92.91,288
500306,JAYKAY,X,64.80,65.00,59.35,60.09,152139,92.77,681
590030,SPIC,B,66.06,67.00,65.50,65.93,139424,92.29,890
532468,KAMAHOLD,A,12800.10,12800.10,12450.05,12531.15,731,92.23,167
500645,DEEPAKFERT,A,563.05,571.00,563.05,568.00,16198,91.89,1073
540358,RMC,M,434.05,441.55,416.00,441.55,21000,91.37,33
509480,BERGEPAINT,A,683.95,683.95,669.05,674.75,13515,91.11,1532
500330,RAYMOND,A,1700.00,1720.05,1688.05,1712.45,5306,90.63,673
530999,BALAMINES,A,2333.85,2350.65,2300.05,2302.85,3893,90.03,551
531642,MARICO,A,533.00,536.50,529.05,533.05,16851,89.90,961
543389,SIGACHI,B,309.75,316.40,302.80,304.75,28984,89.32,1607
543276,CRAFTSMAN,A,4025.05,4063.75,3951.35,3966.10,2230,89.24,724
542919,ARTEMISMED,B,126.45,126.60,122.60,123.15,71938,89.12,947
542812,FLUOROCHEM,A,2926.05,2998.00,2926.05,2993.20,2992,89.10,546
513262,SSWL,A,205.05,213.20,204.80,208.50,42788,89.01,884
500870,CASTROLIND,A,120.95,123.55,120.95,122.40,72750,88.96,1642
540678,COCHINSHIP,A,566.05,580.15,565.10,567.35,15515,88.65,915
524226,GAEL,A,238.65,245.95,238.50,242.95,36462,88.57,1116
503100,PHOENIXLTD,A,1574.95,1602.75,1560.00,1591.15,5591,88.39,934
543532,ETHOSLTD,B,1459.90,1509.25,1435.95,1443.70,5989,87.89,713
506690,UNICHEMLAB,B,371.90,388.75,371.90,381.95,23017,87.66,474
543358,SANSERA,A,871.20,896.95,861.50,884.00,9904,87.27,1251
511447,SYLPH,X,3.35,3.35,3.21,3.25,2677215,87.20,361
524109,KABRAEXTRU,B,450.05,474.20,450.05,463.80,18775,87.18,976
500414,TIMEX,B,160.00,160.00,155.60,158.80,55404,87.13,437
542857,GREENPANEL,A,330.15,338.55,329.80,336.15,25970,86.85,1001
590013,XPROINDIA,B,821.80,874.70,797.60,842.10,10412,86.78,1431
542752,AFFLE,A,1095.00,1098.05,1071.00,1073.70,7966,86.37,1095
533271,ASHOKA,A,79.71,81.76,79.71,80.38,106701,86.33,1175
515147,HALDYNGL,X,74.00,74.95,72.70,73.51,116627,86.04,476
500048,BEML,A,1579.05,1637.95,1579.05,1593.95,5362,85.96,697
520151,SHREYAS,B,341.80,355.00,340.85,353.95,24478,85.85,1094
543290,PGINVIT,IF,115.00,117.18,114.90,115.24,74004,85.82,1067
540047,DBL,A,238.00,243.90,236.30,242.35,35778,85.72,1532
543399,TARSONS,A,605.05,607.95,591.70,597.20,14252,85.45,1328
519600,CCL,A,657.05,667.15,654.95,661.90,12882,85.18,1309
526829,CONFIPET,B,81.59,81.90,79.61,80.49,105800,85.13,700
543332,MFL,A,1120.50,1124.00,1076.50,1089.20,7740,85.04,1139
500012,ANDHRAPET,X,66.80,66.80,65.40,66.02,128449,84.99,625
523736,DVL,B,285.05,298.35,283.60,291.05,29166,84.88,982
543653,BIKAJI,B,411.45,420.05,408.10,408.90,20532,84.71,2730
543650,DCXINDIA,B,256.00,259.60,252.50,253.40,33294,84.61,1833
543260,STOVEKRAFT,A,431.05,447.30,431.05,444.95,19218,84.61,1139
535136,NIBE,XT,382.05,388.00,360.00,365.55,22917,84.53,517
514470,WINSOMTX,B,52.87,54.43,50.00,50.62,165293,84.41,726
500187,AGI,A,575.35,584.00,573.35,575.70,14592,84.40,1162
512179,SUNTECK,A,284.00,285.10,282.50,283.20,29693,84.30,991
505712,HIMTEK,X,119.10,132.80,119.10,131.25,65693,83.98,426
541233,LEMONTREE,A,93.64,94.50,93.25,93.72,89304,83.80,868
500163,GODFRYPHLP,A,1695.05,1711.00,1689.70,1696.05,4934,83.79,898
522005,AUSTENG,X,200.00,207.00,190.00,197.90,41586,83.44,565
506655,SUDARSCHEM,A,499.85,501.85,487.05,499.10,16713,82.79,1424
531201,SHILCTECH,X,1919.00,1919.80,1835.00,1849.80,4443,82.61,515
524200,VINATIORGA,A,1822.05,1841.05,1817.10,1830.05,4492,82.19,994
543433,HPAL,B,427.00,448.40,427.00,442.55,18661,82.17,623
542665,NEOGEN,A,1532.05,1647.00,1532.05,1640.20,5039,82.15,780
539542,LUXIND,B,1518.50,1522.80,1492.00,1505.90,5427,82.03,1018
503310,SWANENERGY,A,260.80,264.85,260.75,261.85,31209,81.82,809
533655,TRITURBINE,A,401.00,408.20,398.25,399.65,20328,81.72,978
539636,PRECAM,B,188.15,191.50,183.35,186.55,43308,81.39,1126
533146,DLINKINDIA,B,256.00,265.90,253.25,265.40,31057,81.37,1026
532809,FSL,A,127.15,132.25,127.15,129.60,62713,81.31,1156
533229,BAJAJCON,A,191.30,194.35,191.30,191.80,42207,81.15,1569
530431,ADORFO,X,107.80,112.00,107.05,111.15,73374,80.96,745
502175,SAURASHCEM,X,60.95,63.24,59.15,61.31,131659,80.75,815
532915,RELIGARE,A,179.00,181.50,173.35,175.40,45771,80.69,1445
500335,BIRLACORPN,A,1230.20,1258.55,1230.00,1232.70,6468,80.25,975
543413,TEGA,A,979.70,986.00,963.55,968.30,8211,80.23,717
530367,NRBBEARING,B,184.75,188.10,180.45,182.40,43655,80.10,1181
543240,LIKHITHA,B,259.05,262.85,255.10,255.85,31003,80.00,1321
542484,ARVINDFASN,A,356.85,357.05,346.45,351.80,22599,79.80,1277
532485,BLIL,B,413.85,416.25,412.50,414.50,19227,79.69,696
507880,VIPIND,A,618.50,618.50,607.05,611.45,13008,79.64,837
532435,SANINFRA,B,90.30,91.00,87.08,88.34,89356,79.54,448
590078,MAITHANALL,B,963.05,1020.00,963.05,1000.20,7965,79.53,869
541353,INNOVATORS,M,163.35,163.40,159.60,159.95,49600,79.52,31
